anio;jurisdiccion;empresa
04/2019;MUNICIPAL;"MICRO OMNIBUS GRAL PACHECO SRL"
04/2019;MUNICIPAL;"MICRO OMNIBUS PRIMERA JUNTA S.A"
04/2019;MUNICIPAL;"MICRO OMNIBUS QUILMES S.A.C.I. Y F."
04/2019;MUNICIPAL;"MICRO OMNIBUS TIGRE S.A."
04/2019;MUNICIPAL;"MICROEXPRES S.A."
04/2019;MUNICIPAL;"MUNICIPALIDAD DE MERCEDES PROVINCIA DE BUENOS AIRE"
04/2019;MUNICIPAL;"NACION SERVICIOS S.A."
04/2019;MUNICIPAL;"NUEVO IDEAL S.A."
04/2019;MUNICIPAL;"PILAR BUS S.A"
04/2019;MUNICIPAL;"RUTA BUS S.A."
04/2019;MUNICIPAL;"SAN VICENTE S.A. DE TRANSPORTES"
04/2019;MUNICIPAL;"SARGENTO CABRAL S.A.DE TRANSPORTE"
04/2019;MUNICIPAL;"SERGIO A. RIVAS S.R.L"
04/2019;MUNICIPAL;"TRANSPORTE 11 DE JUNIO S.R.L."
04/2019;MUNICIPAL;"TRANSPORTE DEL SUR S.R.L."
04/2019;MUNICIPAL;"TRANSPORTE IDEAL SAN JUSTO S.A."
04/2019;MUNICIPAL;"TRANSPORTE SAPEM"
04/2019;MUNICIPAL;"TRANSPORTES LA PERLITA S.A."
04/2019;MUNICIPAL;"TRANSPORTES SAN JUAN BAUTISTA S.A."
04/2019;MUNICIPAL;"TRANSPORTES UNIDOS DE MERLO S.A.C.I.I."
04/2019;MUNICIPAL;"UNION PLATENSE SRL"
04/2019;MUNICIPAL;"UNION TRANSITORIA COSA CIA TRANSPORTE VECINAL U.T."
04/2019;MUNICIPAL;"UTENOR LINEA 723 UNION TRANSITORIA DE EMPRESAS"
04/2019;MUNICIPAL;"UTENOR SA L 722"
04/2019;MUNICIPAL;"YITOS S.A."
03/2019;MUNICIPAL;"ALMAFUERTE EMPRESA DE TRANSPORTE S.A.C.I. E I"
03/2019;MUNICIPAL;"AUTOBUSES BS AS SRL- TTE LARRAZABAL SRL- UT"
03/2019;MUNICIPAL;"AUTOBUSES BUENOS AIRES SRL"
03/2019;MUNICIPAL;"CIA ANDRADE EMPRESA DE TRANSPORTE DE PASAJEROS SRL"
03/2019;MUNICIPAL;"CIA LA PAZ AMADOR MOURE SACIFIYA"
03/2019;MUNICIPAL;"COMPAÑÍA DE OMNIBUS 25 DE MAYO LINEA 278"
03/2019;MUNICIPAL;"COMPAÑIA ISLEÑA S.R.L."
03/2019;MUNICIPAL;"COMPAÑIA MICROOMNIBUS LA COLORADA SACI"
03/2019;MUNICIPAL;"COOPERATIVA DE TRABAJO 3 DE JULIO LIMITADA"
03/2019;MUNICIPAL;"COOPERATIVA DE TRABAJO 6 DE JULIO LIMITADA"
03/2019;MUNICIPAL;"EL URBANO SRL"
03/2019;MUNICIPAL;"EMPRESA 501 SA"
03/2019;MUNICIPAL;"EMPRESA CINCO DE AGOSTO S.R.L."
03/2019;MUNICIPAL;"EMPRESA CIUDAD DE SAN FERNANDO SA"
03/2019;MUNICIPAL;"EMPRESA DE TRANSPORTE DEL SUR SRL"
03/2019;MUNICIPAL;"EMPRESA DE TRANSPORTES EL LITORAL S.A."
03/2019;MUNICIPAL;"EMPRESA DE TRANSPORTES SANTA RITA  SRL"
03/2019;MUNICIPAL;"EMPRESA J.M. EZEIZA S.R.L."
03/2019;MUNICIPAL;"EMPRESA LINEA 216 S.A.T."
03/2019;MUNICIPAL;"EMPRESA MICROOMNIBUS LARROQUE LINEA 548 SRL"
03/2019;MUNICIPAL;"EMPRESA MONTE GRANDE S.A. LINEA 501"
03/2019;MUNICIPAL;"EMPRESA NUEVE DE JULIO S.A.T."
03/2019;MUNICIPAL;"EMPRESA TRANSPORTE TRATADO DEL PILAR S.R.L."
03/2019;MUNICIPAL;"EMRESA MONTERREY S.R.L."
03/2019;MUNICIPAL;"EXPRESO EMPALME LOBOS S.R.L."
03/2019;MUNICIPAL;"EXPRESO LA PLATA BUENOS AIRES S.A."
03/2019;MUNICIPAL;"EXPRESO VILLA GALICIA  SAN JOSE S.A."
03/2019;MUNICIPAL;"EXPRESO VILLA NUEVA S.A."
03/2019;MUNICIPAL;"FUERTE BARRAGAN S.A.T.I.C.I."
03/2019;MUNICIPAL;"GENERAL TOMAS GUIDO S.A.C.I.F."
03/2019;MUNICIPAL;"LA CABAÑA S.A."
03/2019;MUNICIPAL;"LA CENTRAL DE ESCOBAR SA"
03/2019;MUNICIPAL;"LA PRIMERA DE GRAND BOURG S.A."
03/2019;MUNICIPAL;"LA PRIMERA DE LA ESCONDIDA SRL"
03/2019;MUNICIPAL;"LA PRIMERA DE MALVINAS ARGENTINAS UTE"
03/2019;MUNICIPAL;"LA VECINAL DE MATANZA SACI. DE MICROOMNIBUS"
03/2019;MUNICIPAL;"LINEA EXPRESO LINIERS S.A.I.Y C."
03/2019;MUNICIPAL;"LINEA SESENTA SA"
03/2019;MUNICIPAL;"MICRO OMNIBUS AVENIDA S.A."
03/2019;MUNICIPAL;"MICRO OMNIBUS ESTE S.A"
03/2019;MUNICIPAL;"MICRO OMNIBUS GENERAL SAN MARTIN SAC"
03/2019;MUNICIPAL;"MICRO OMNIBUS GRAL PACHECO SRL"
03/2019;MUNICIPAL;"MICRO OMNIBUS PRIMERA JUNTA S.A"
03/2019;MUNICIPAL;"MICRO OMNIBUS QUILMES S.A.C.I. Y F."
03/2019;MUNICIPAL;"MICRO OMNIBUS TIGRE S.A."
03/2019;MUNICIPAL;"MICROEXPRES S.A."
03/2019;MUNICIPAL;"NUEVO IDEAL S.A."
03/2019;MUNICIPAL;"PILAR BUS S.A"
03/2019;MUNICIPAL;"RUTA BUS S.A."
03/2019;MUNICIPAL;"SAN VICENTE S.A. DE TRANSPORTES"
03/2019;MUNICIPAL;"SARGENTO CABRAL S.A.DE TRANSPORTE"
03/2019;MUNICIPAL;"SERGIO A. RIVAS S.R.L"
03/2019;MUNICIPAL;"TRANSPORTE 11 DE JUNIO S.R.L."
03/2019;MUNICIPAL;"TRANSPORTE DEL SUR S.R.L."
03/2019;MUNICIPAL;"TRANSPORTE IDEAL SAN JUSTO S.A."
03/2019;MUNICIPAL;"TRANSPORTES LA PERLITA S.A."
03/2019;MUNICIPAL;"TRANSPORTES SAN JUAN BAUTISTA S.A."
03/2019;MUNICIPAL;"TRANSPORTES UNIDOS DE MERLO S.A.C.I.I."
03/2019;MUNICIPAL;"UNION PLATENSE SRL"
03/2019;MUNICIPAL;"UNION TRANSITORIA COSA CIA TRANSPORTE VECINAL U.T."
03/2019;MUNICIPAL;"UTENOR LINEA 723 UNION TRANSITORIA DE EMPRESAS"
03/2019;MUNICIPAL;"UTENOR SA L 722"
03/2019;MUNICIPAL;"YITOS S.A."
02/2019;MUNICIPAL;"ALMAFUERTE EMPRESA DE TRANSPORTE S.A.C.I. E I"
02/2019;MUNICIPAL;"AUTOBUSES BS AS SRL- TTE LARRAZABAL SRL- UT"
02/2019;MUNICIPAL;"AUTOBUSES BUENOS AIRES SRL"
02/2019;MUNICIPAL;"CIA ANDRADE EMPRESA DE TRANSPORTE DE PASAJEROS SRL"
02/2019;MUNICIPAL;"CIA LA PAZ AMADOR MOURE SACIFIYA"
02/2019;MUNICIPAL;"COMPAÑÍA DE OMNIBUS 25 DE MAYO LINEA 278"
02/2019;MUNICIPAL;"COMPAÑIA ISLEÑA S.R.L."
02/2019;MUNICIPAL;"COMPAÑIA MICROOMNIBUS LA COLORADA SACI"
02/2019;MUNICIPAL;"COOPERATIVA DE TRABAJO 3 DE JULIO LIMITADA"
02/2019;MUNICIPAL;"COOPERATIVA DE TRABAJO 6 DE JULIO LIMITADA"
02/2019;MUNICIPAL;"EL URBANO SRL"
02/2019;MUNICIPAL;"EMPRESA 501 SA"
02/2019;MUNICIPAL;"EMPRESA CINCO DE AGOSTO S.R.L."
02/2019;MUNICIPAL;"EMPRESA CIUDAD DE SAN FERNANDO SA"
02/2019;MUNICIPAL;"EMPRESA DE TRANSPORTE DEL SUR SRL"
02/2019;MUNICIPAL;"EMPRESA DE TRANSPORTES EL LITORAL S.A."
02/2019;MUNICIPAL;"EMPRESA DE TRANSPORTES SANTA RITA  SRL"
02/2019;MUNICIPAL;"EMPRESA J.M. EZEIZA S.R.L."
02/2019;MUNICIPAL;"EMPRESA LINEA 216 S.A.T."
02/2019;MUNICIPAL;"EMPRESA MICROOMNIBUS LARROQUE LINEA 548 SRL"
02/2019;MUNICIPAL;"EMPRESA MONTE GRANDE S.A. LINEA 501"
02/2019;MUNICIPAL;"EMPRESA NUEVE DE JULIO S.A.T."
02/2019;MUNICIPAL;"EMPRESA TRANSPORTE TRATADO DEL PILAR S.R.L."
02/2019;MUNICIPAL;"EMRESA MONTERREY S.R.L."
02/2019;MUNICIPAL;"EXPRESO EMPALME LOBOS S.R.L."
02/2019;MUNICIPAL;"EXPRESO LA PLATA BUENOS AIRES S.A."
02/2019;MUNICIPAL;"EXPRESO VILLA GALICIA  SAN JOSE S.A."
02/2019;MUNICIPAL;"EXPRESO VILLA NUEVA S.A."
02/2019;MUNICIPAL;"FUERTE BARRAGAN S.A.T.I.C.I."
02/2019;MUNICIPAL;"GENERAL TOMAS GUIDO S.A.C.I.F."
02/2019;MUNICIPAL;"LA CABAÑA S.A."
02/2019;MUNICIPAL;"LA CENTRAL DE ESCOBAR SA"
02/2019;MUNICIPAL;"LA PRIMERA DE GRAND BOURG S.A."
02/2019;MUNICIPAL;"LA PRIMERA DE LA ESCONDIDA SRL"
02/2019;MUNICIPAL;"LA PRIMERA DE MALVINAS ARGENTINAS UTE"
02/2019;MUNICIPAL;"LA VECINAL DE MATANZA SACI. DE MICROOMNIBUS"
02/2019;MUNICIPAL;"LINEA EXPRESO LINIERS S.A.I.Y C."
02/2019;MUNICIPAL;"LINEA SESENTA SA"
02/2019;MUNICIPAL;"MICRO OMNIBUS AVENIDA S.A."
02/2019;MUNICIPAL;"MICRO OMNIBUS ESTE S.A"
02/2019;MUNICIPAL;"MICRO OMNIBUS GENERAL SAN MARTIN SAC"
02/2019;MUNICIPAL;"MICRO OMNIBUS GRAL PACHECO SRL"
02/2019;MUNICIPAL;"MICRO OMNIBUS PRIMERA JUNTA S.A"
02/2019;MUNICIPAL;"MICRO OMNIBUS QUILMES S.A.C.I. Y F."
02/2019;MUNICIPAL;"MICRO OMNIBUS TIGRE S.A."
02/2019;MUNICIPAL;"MICROEXPRES S.A."
02/2019;MUNICIPAL;"NUEVO IDEAL S.A."
02/2019;MUNICIPAL;"PILAR BUS S.A"
02/2019;MUNICIPAL;"RUTA BUS S.A."
02/2019;MUNICIPAL;"SAN VICENTE S.A. DE TRANSPORTES"
02/2019;MUNICIPAL;"SARGENTO CABRAL S.A.DE TRANSPORTE"
02/2019;MUNICIPAL;"SERGIO A. RIVAS S.R.L"
02/2019;MUNICIPAL;"TRANSPORTE 11 DE JUNIO S.R.L."
02/2019;MUNICIPAL;"TRANSPORTE DEL SUR S.R.L."
02/2019;MUNICIPAL;"TRANSPORTE IDEAL SAN JUSTO S.A."
02/2019;MUNICIPAL;"TRANSPORTES LA PERLITA S.A."
02/2019;MUNICIPAL;"TRANSPORTES SAN JUAN BAUTISTA S.A."
02/2019;MUNICIPAL;"TRANSPORTES UNIDOS DE MERLO S.A.C.I.I."
02/2019;MUNICIPAL;"UNION PLATENSE SRL"
02/2019;MUNICIPAL;"UNION TRANSITORIA COSA CIA TRANSPORTE VECINAL U.T."
02/2019;MUNICIPAL;"UTENOR LINEA 723 UNION TRANSITORIA DE EMPRESAS"
02/2019;MUNICIPAL;"UTENOR SA L 722"
02/2019;MUNICIPAL;"YITOS S.A."
01/2019;MUNICIPAL;"ALMAFUERTE EMPRESA DE TRANSPORTE S.A.C.I. E I"
01/2019;MUNICIPAL;"AUTOBUSES BS AS SRL- TTE LARRAZABAL SRL- UT"
01/2019;MUNICIPAL;"AUTOBUSES BUENOS AIRES SRL"
01/2019;MUNICIPAL;"CIA ANDRADE EMPRESA DE TRANSPORTE DE PASAJEROS SRL"
01/2019;MUNICIPAL;"CIA LA PAZ AMADOR MOURE SACIFIYA"
01/2019;MUNICIPAL;"COMPAÑÍA DE OMNIBUS 25 DE MAYO LINEA 278"
01/2019;MUNICIPAL;"COMPAÑIA ISLEÑA S.R.L."
01/2019;MUNICIPAL;"COMPAÑIA MICROOMNIBUS LA COLORADA SACI"
01/2019;MUNICIPAL;"COOPERATIVA DE TRABAJO 3 DE JULIO LIMITADA"
01/2019;MUNICIPAL;"COOPERATIVA DE TRABAJO 6 DE JULIO LIMITADA"
01/2019;MUNICIPAL;"EL URBANO SRL"
01/2019;MUNICIPAL;"EMPRESA 501 SA"
01/2019;MUNICIPAL;"EMPRESA CINCO DE AGOSTO S.R.L."
01/2019;MUNICIPAL;"EMPRESA CIUDAD DE SAN FERNANDO SA"
01/2019;MUNICIPAL;"EMPRESA DE TRANSPORTE DEL SUR SRL"
01/2019;MUNICIPAL;"EMPRESA DE TRANSPORTES EL LITORAL S.A."
01/2019;MUNICIPAL;"EMPRESA DE TRANSPORTES SANTA RITA  SRL"
01/2019;MUNICIPAL;"EMPRESA J.M. EZEIZA S.R.L."
01/2019;MUNICIPAL;"EMPRESA LINEA 216 S.A.T."
01/2019;MUNICIPAL;"EMPRESA MICROOMNIBUS LARROQUE LINEA 548 SRL"
01/2019;MUNICIPAL;"EMPRESA MONTE GRANDE S.A. LINEA 501"
01/2019;MUNICIPAL;"EMPRESA NUEVE DE JULIO S.A.T."
01/2019;MUNICIPAL;"EMPRESA TRANSPORTE TRATADO DEL PILAR S.R.L."
01/2019;MUNICIPAL;"EMRESA MONTERREY S.R.L."
01/2019;MUNICIPAL;"EXPRESO EMPALME LOBOS S.R.L."
01/2019;MUNICIPAL;"EXPRESO LA PLATA BUENOS AIRES S.A."
01/2019;MUNICIPAL;"EXPRESO VILLA GALICIA  SAN JOSE S.A."
01/2019;MUNICIPAL;"EXPRESO VILLA NUEVA S.A."
01/2019;MUNICIPAL;"FUERTE BARRAGAN S.A.T.I.C.I."
01/2019;MUNICIPAL;"GENERAL TOMAS GUIDO S.A.C.I.F."
01/2019;MUNICIPAL;"LA CABAÑA S.A."
01/2019;MUNICIPAL;"LA CENTRAL DE ESCOBAR SA"
01/2019;MUNICIPAL;"LA PRIMERA DE GRAND BOURG S.A."
01/2019;MUNICIPAL;"LA PRIMERA DE LA ESCONDIDA SRL"
01/2019;MUNICIPAL;"LA PRIMERA DE MALVINAS ARGENTINAS UTE"
01/2019;MUNICIPAL;"LA VECINAL DE MATANZA SACI. DE MICROOMNIBUS"
01/2019;MUNICIPAL;"LINEA EXPRESO LINIERS S.A.I.Y C."
01/2019;MUNICIPAL;"LINEA SESENTA SA"
01/2019;MUNICIPAL;"MICRO OMNIBUS AVENIDA S.A."
01/2019;MUNICIPAL;"MICRO OMNIBUS ESTE S.A"
01/2019;MUNICIPAL;"MICRO OMNIBUS GENERAL SAN MARTIN SAC"
01/2019;MUNICIPAL;"MICRO OMNIBUS GRAL PACHECO SRL"
01/2019;MUNICIPAL;"MICRO OMNIBUS PRIMERA JUNTA S.A"
01/2019;MUNICIPAL;"MICRO OMNIBUS QUILMES S.A.C.I. Y F."
01/2019;MUNICIPAL;"MICRO OMNIBUS TIGRE S.A."
01/2019;MUNICIPAL;"MICROEXPRES S.A."
01/2019;MUNICIPAL;"MUNICIPALIDAD DE MERCEDES PROVINCIA DE BUENOS AIRE"
01/2019;MUNICIPAL;"NUEVO IDEAL S.A."
01/2019;MUNICIPAL;"PILAR BUS S.A"
01/2019;MUNICIPAL;"RUTA BUS S.A."
01/2019;MUNICIPAL;"SAN VICENTE S.A. DE TRANSPORTES"
01/2019;MUNICIPAL;"SARGENTO CABRAL S.A.DE TRANSPORTE"
01/2019;MUNICIPAL;"SERGIO A. RIVAS S.R.L"
01/2019;MUNICIPAL;"TRANSPORTE 11 DE JUNIO S.R.L."
01/2019;MUNICIPAL;"TRANSPORTE DEL SUR S.R.L."
01/2019;MUNICIPAL;"TRANSPORTE IDEAL SAN JUSTO S.A."
01/2019;MUNICIPAL;"TRANSPORTES LA PERLITA S.A."
01/2019;MUNICIPAL;"TRANSPORTES SAN JUAN BAUTISTA S.A."
01/2019;MUNICIPAL;"TRANSPORTES UNIDOS DE MERLO S.A.C.I.I."
01/2019;MUNICIPAL;"UNION PLATENSE SRL"
01/2019;MUNICIPAL;"UNION TRANSITORIA COSA CIA TRANSPORTE VECINAL U.T."
01/2019;MUNICIPAL;"UTENOR LINEA 723 UNION TRANSITORIA DE EMPRESAS"
01/2019;MUNICIPAL;"UTENOR SA L 722"
01/2019;MUNICIPAL;"YITOS S.A."
12/2018;MUNICIPAL;"ALMAFUERTE EMPRESA DE TRANSPORTE S.A.C.I. E I"
12/2018;MUNICIPAL;"AUTOBUSES BS AS SRL- TTE LARRAZABAL SRL- UT"
12/2018;MUNICIPAL;"AUTOBUSES BUENOS AIRES SRL"
12/2018;MUNICIPAL;"CIA ANDRADE EMPRESA DE TRANSPORTE DE PASAJEROS SRL"
12/2018;MUNICIPAL;"CIA LA PAZ AMADOR MOURE SACIFIYA"
12/2018;MUNICIPAL;"COMPAÑÍA DE OMNIBUS 25 DE MAYO LINEA 278"
12/2018;MUNICIPAL;"COMPAÑIA ISLEÑA S.R.L."
12/2018;MUNICIPAL;"COMPAÑIA MICROOMNIBUS LA COLORADA SACI"
12/2018;MUNICIPAL;"COOPERATIVA DE TRABAJO 3 DE JULIO LIMITADA"
12/2018;MUNICIPAL;"COOPERATIVA DE TRABAJO 6 DE JULIO LIMITADA"
12/2018;MUNICIPAL;"EL URBANO SRL"
12/2018;MUNICIPAL;"EMPRESA 501 SA"
12/2018;MUNICIPAL;"EMPRESA CINCO DE AGOSTO S.R.L."
12/2018;MUNICIPAL;"EMPRESA CIUDAD DE SAN FERNANDO SA"
12/2018;MUNICIPAL;"EMPRESA DE TRANSPORTE DEL SUR SRL"
12/2018;MUNICIPAL;"EMPRESA DE TRANSPORTES EL LITORAL S.A."
12/2018;MUNICIPAL;"EMPRESA DE TRANSPORTES SANTA RITA  SRL"
12/2018;MUNICIPAL;"EMPRESA J.M. EZEIZA S.R.L."
12/2018;MUNICIPAL;"EMPRESA LINEA 216 S.A.T."
12/2018;MUNICIPAL;"EMPRESA MICROOMNIBUS LARROQUE LINEA 548 SRL"
12/2018;MUNICIPAL;"EMPRESA MONTE GRANDE S.A. LINEA 501"
12/2018;MUNICIPAL;"EMPRESA NUEVE DE JULIO S.A.T."
12/2018;MUNICIPAL;"EMPRESA TRANSPORTE TRATADO DEL PILAR S.R.L."
12/2018;MUNICIPAL;"EMRESA MONTERREY S.R.L."
12/2018;MUNICIPAL;"EXPRESO EMPALME LOBOS S.R.L."
12/2018;MUNICIPAL;"EXPRESO LA PLATA BUENOS AIRES S.A."
12/2018;MUNICIPAL;"EXPRESO VILLA GALICIA  SAN JOSE S.A."
12/2018;MUNICIPAL;"EXPRESO VILLA NUEVA S.A."
12/2018;MUNICIPAL;"FUERTE BARRAGAN S.A.T.I.C.I."
12/2018;MUNICIPAL;"GENERAL TOMAS GUIDO S.A.C.I.F."
12/2018;MUNICIPAL;"LA CABAÑA S.A."
12/2018;MUNICIPAL;"LA CENTRAL DE ESCOBAR SA"
12/2018;MUNICIPAL;"LA PRIMERA DE GRAND BOURG S.A."
12/2018;MUNICIPAL;"LA PRIMERA DE LA ESCONDIDA SRL"
12/2018;MUNICIPAL;"LA PRIMERA DE MALVINAS ARGENTINAS UTE"
12/2018;MUNICIPAL;"LA VECINAL DE MATANZA SACI. DE MICROOMNIBUS"
12/2018;MUNICIPAL;"LINEA EXPRESO LINIERS S.A.I.Y C."
12/2018;MUNICIPAL;"LINEA SESENTA SA"
12/2018;MUNICIPAL;"MICRO OMNIBUS AVENIDA S.A."
12/2018;MUNICIPAL;"MICRO OMNIBUS ESTE S.A"
12/2018;MUNICIPAL;"MICRO OMNIBUS GENERAL SAN MARTIN SAC"
12/2018;MUNICIPAL;"MICRO OMNIBUS GRAL PACHECO SRL"
12/2018;MUNICIPAL;"MICRO OMNIBUS PRIMERA JUNTA S.A"
12/2018;MUNICIPAL;"MICRO OMNIBUS QUILMES S.A.C.I. Y F."
12/2018;MUNICIPAL;"MICRO OMNIBUS TIGRE S.A."
12/2018;MUNICIPAL;"MICROEXPRES S.A."
12/2018;MUNICIPAL;"NUEVO IDEAL S.A."
12/2018;MUNICIPAL;"PILAR BUS S.A"
12/2018;MUNICIPAL;"RUTA BUS S.A."
12/2018;MUNICIPAL;"SAN VICENTE S.A. DE TRANSPORTES"
12/2018;MUNICIPAL;"SARGENTO CABRAL S.A.DE TRANSPORTE"
12/2018;MUNICIPAL;"SERGIO A. RIVAS S.R.L"
12/2018;MUNICIPAL;"TRANSPORTE 11 DE JUNIO S.R.L."
12/2018;MUNICIPAL;"TRANSPORTE DEL SUR S.R.L."
12/2018;MUNICIPAL;"TRANSPORTE IDEAL SAN JUSTO S.A."
12/2018;MUNICIPAL;"TRANSPORTES LA PERLITA S.A."
12/2018;MUNICIPAL;"TRANSPORTES SAN JUAN BAUTISTA S.A."
12/2018;MUNICIPAL;"TRANSPORTES UNIDOS DE MERLO S.A.C.I.I."
12/2018;MUNICIPAL;"UNION PLATENSE SRL"
12/2018;MUNICIPAL;"UNION TRANSITORIA COSA CIA TRANSPORTE VECINAL U.T."
12/2018;MUNICIPAL;"UTENOR LINEA 723 UNION TRANSITORIA DE EMPRESAS"
12/2018;MUNICIPAL;"UTENOR SA L 722"
12/2018;MUNICIPAL;"YITOS S.A."
11/2018;MUNICIPAL;"ALMAFUERTE EMPRESA DE TRANSPORTE S.A.C.I. E I"
11/2018;MUNICIPAL;"AUTOBUSES BS AS SRL- TTE LARRAZABAL SRL- UT"
11/2018;MUNICIPAL;"AUTOBUSES BUENOS AIRES SRL"
11/2018;MUNICIPAL;"CIA ANDRADE EMPRESA DE TRANSPORTE DE PASAJEROS SRL"
11/2018;MUNICIPAL;"CIA LA PAZ AMADOR MOURE SACIFIYA"
11/2018;MUNICIPAL;"COMPAÃÃA DE OMNIBUS 25 DE MAYO LINEA 278"
11/2018;MUNICIPAL;"COMPAÃIA ISLEÃA S.R.L."
11/2018;MUNICIPAL;"COMPAÃIA MICROOMNIBUS LA COLORADA SACI"
11/2018;MUNICIPAL;"COOPERATIVA DE TRABAJO 3 DE JULIO LIMITADA"
11/2018;MUNICIPAL;"COOPERATIVA DE TRABAJO 6 DE JULIO LIMITADA"
11/2018;MUNICIPAL;"EL URBANO SRL"
11/2018;MUNICIPAL;"EMPRESA 501 SA"
11/2018;MUNICIPAL;"EMPRESA CINCO DE AGOSTO S.R.L."
11/2018;MUNICIPAL;"EMPRESA CIUDAD DE SAN FERNANDO SA"
11/2018;MUNICIPAL;"EMPRESA DE TRANSPORTE DEL SUR SRL"
11/2018;MUNICIPAL;"EMPRESA DE TRANSPORTES EL LITORAL S.A."
11/2018;MUNICIPAL;"EMPRESA DE TRANSPORTES SANTA RITA  SRL"
11/2018;MUNICIPAL;"EMPRESA J.M. EZEIZA S.R.L."
11/2018;MUNICIPAL;"EMPRESA LINEA 216 S.A.T."
11/2018;MUNICIPAL;"EMPRESA MICROOMNIBUS LARROQUE LINEA 548 SRL"
11/2018;MUNICIPAL;"EMPRESA MONTE GRANDE S.A. LINEA 501"
11/2018;MUNICIPAL;"EMPRESA NUEVE DE JULIO S.A.T."
11/2018;MUNICIPAL;"EMPRESA TRANSPORTE TRATADO DEL PILAR S.R.L."
11/2018;MUNICIPAL;"EMRESA MONTERREY S.R.L."
11/2018;MUNICIPAL;"EXPRESO EMPALME LOBOS S.R.L."
11/2018;MUNICIPAL;"EXPRESO LA PLATA BUENOS AIRES S.A."
11/2018;MUNICIPAL;"EXPRESO VILLA GALICIAÂ  SAN JOSE S.A."
11/2018;MUNICIPAL;"EXPRESO VILLA NUEVA S.A."
11/2018;MUNICIPAL;"FUERTE BARRAGAN S.A.T.I.C.I."
11/2018;MUNICIPAL;"GENERAL TOMAS GUIDO S.A.C.I.F."
11/2018;MUNICIPAL;"LA CABAÃA S.A."
11/2018;MUNICIPAL;"LA CENTRAL DE ESCOBAR SA"
11/2018;MUNICIPAL;"LA PRIMERA DE GRAND BOURG S.A."
11/2018;MUNICIPAL;"LA PRIMERA DE LA ESCONDIDA SRL"
11/2018;MUNICIPAL;"LA PRIMERA DE MALVINAS ARGENTINAS UTE"
11/2018;MUNICIPAL;"LA VECINAL DE MATANZA SACI. DE MICROOMNIBUS"
11/2018;MUNICIPAL;"LINEA EXPRESO LINIERS S.A.I.Y C."
11/2018;MUNICIPAL;"LINEA SESENTA SA"
11/2018;MUNICIPAL;"MICRO OMNIBUS AVENIDA S.A."
11/2018;MUNICIPAL;"MICRO OMNIBUS ESTE S.A"
11/2018;MUNICIPAL;"MICRO OMNIBUS GENERAL SAN MARTIN SAC"
11/2018;MUNICIPAL;"MICRO OMNIBUS GRAL PACHECO SRL"
11/2018;MUNICIPAL;"MICRO OMNIBUS PRIMERA JUNTA S.A"
11/2018;MUNICIPAL;"MICRO OMNIBUS QUILMES S.A.C.I. Y F."
11/2018;MUNICIPAL;"MICRO OMNIBUS TIGRE S.A."
11/2018;MUNICIPAL;"MICROEXPRES S.A."
11/2018;MUNICIPAL;"NUEVO IDEAL S.A."
11/2018;MUNICIPAL;"PILAR BUS S.A"
11/2018;MUNICIPAL;"RUTA BUS S.A."
11/2018;MUNICIPAL;"SAN VICENTE S.A. DE TRANSPORTES"
11/2018;MUNICIPAL;"SARGENTO CABRAL S.A.DE TRANSPORTE"
11/2018;MUNICIPAL;"SERGIO A. RIVAS S.R.L"
11/2018;MUNICIPAL;"TRANSPORTE 11 DE JUNIO S.R.L."
11/2018;MUNICIPAL;"TRANSPORTE DEL SUR S.R.L."
11/2018;MUNICIPAL;"TRANSPORTE IDEAL SAN JUSTO S.A."
11/2018;MUNICIPAL;"TRANSPORTES LA PERLITA S.A."
11/2018;MUNICIPAL;"TRANSPORTES SAN JUAN BAUTISTA S.A."
11/2018;MUNICIPAL;"TRANSPORTES UNIDOS DE MERLO S.A.C.I.I."
11/2018;MUNICIPAL;"UNION PLATENSE SRL"
11/2018;MUNICIPAL;"UNION TRANSITORIA COSA CIA TRANSPORTE VECINAL U.T."
11/2018;MUNICIPAL;"UTENOR LINEA 723 UNION TRANSITORIA DE EMPRESAS"
11/2018;MUNICIPAL;"UTENOR SA L 722"
11/2018;MUNICIPAL;"YITOS S.A."
10/2018;MUNICIPAL;"ALMAFUERTE EMPRESA DE TRANSPORTE S.A.C.I. E I"
10/2018;MUNICIPAL;"AUTOBUSES BS AS SRL- TTE LARRAZABAL SRL- UT"
10/2018;MUNICIPAL;"AUTOBUSES BUENOS AIRES SRL"
10/2018;MUNICIPAL;"CIA ANDRADE EMPRESA DE TRANSPORTE DE PASAJEROS SRL"
10/2018;MUNICIPAL;"CIA LA PAZ AMADOR MOURE SACIFIYA"
10/2018;MUNICIPAL;"COMPAÃÃA DE OMNIBUS 25 DE MAYO LINEA 278"
10/2018;MUNICIPAL;"COMPAÃIA ISLEÃA S.R.L."
10/2018;MUNICIPAL;"COMPAÃIA MICROOMNIBUS LA COLORADA SACI"
10/2018;MUNICIPAL;"COOPERATIVA DE TRABAJO 3 DE JULIO LIMITADA"
10/2018;MUNICIPAL;"COOPERATIVA DE TRABAJO 6 DE JULIO LIMITADA"
10/2018;MUNICIPAL;"EL URBANO SRL"
10/2018;MUNICIPAL;"EMPRESA 501 SA"
10/2018;MUNICIPAL;"EMPRESA CINCO DE AGOSTO S.R.L."
10/2018;MUNICIPAL;"EMPRESA CIUDAD DE SAN FERNANDO SA"
