Date,Afghanistan,Albania,Algeria,American Samoa,Andorra,Angola,Anguilla,Antigua and Barbuda,Argentina,Armenia,Aruba,Australia,Austria,Azerbaijan,Bahamas,Bahamas The,Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bermuda,Bhutan,Bolivia,"Bonaire, Sint Eustatius and Saba",Bosnia and Herzegovina,Botswana,Brazil,British Virgin Islands,Brunei,Bulgaria,Burkina Faso,Burundi,Cambodia,Cameroon,Canada,Cape Verde,Caribbean,Caribbean small states,Catamarca,Cayman Islands,Central African Republic,Chad,Channel Islands,Chile,China,"China, Macao SAR",Chinese Taipei,Chubut,Colombia,Comoros,Congo,Congo Dem. Rep.,Congo Rep.,Cook Islands,Costa Rica,Cote d'Ivoire,Croatia,Cuba,Curaçao,Cyprus,Czech Republic,Democratic Republic of Congo,Denmark,Djibouti,Dominica,Dominican Republic,Ecuador,Egypt,Egypt Arab Rep.,El Salvador,Equatorial Guinea,Eritrea,Estonia,Eswatini,Ethiopia,Faeroe Islands,Falkland Islands,Faroe Islands,Fiji,Finland,France,French Polynesia,Gabon,Gambia,Gambia The,"Gambia, The",Georgia,Germany,Ghana,Gibraltar,Greece,Greenland,Grenada,Guam,Guatemala,Guernsey,Guinea,Guinea-Bissau,Guyana,Haiti,Holy See (Vatican City State),Honduras,Hong Kong,Hong Kong China,"Hong Kong SAR, China",Hungary,Iceland,India,Indonesia,Iran,Iran Islamic Rep.,Iraq,Ireland,Isle of Man,Israel,Italy,Jamaica,Japan,Jersey,Jordan,Kazakhstan,Kenya,Kiribati,Korea Rep.,"Korea, Dem. People's Rep.","Korea, Rep.",Kosovo,Kuwait,Kyrgyzstan,Laos,Latvia,Lebanon,Lesotho,Liberia,Libya,Liechtenstein,Lithuania,Luxembourg,Macao,Macao China,"Macao SAR, China",Macedonia,Macedonia FYR,Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Marshall Islands,Mauritania,Mauritius,Mexico,Micronesia,Micronesia Fed. Sts.,"Micronesia, Fed. Sts.",Moldova,Monaco,Mongolia,Montenegro,Montserrat,Morocco,Mozambique,Myanmar,Namibia,Nauru,Nepal,Netherlands,Netherlands Antilles,Neuquen,New Caledonia,New Zealand,Nicaragua,Niger,Nigeria,Niue,Norway,Oceania,Oman,Pakistan,Palau,Palestine,Panama,Papua New Guinea,Paraguay,Peru,Pesca,Philippines,Pitcairn,Poland,Portugal,Puerto Rico,Qatar,Republic of Korea,Rest,Romania,Russia,Rwanda,Saint Helena,Saint Kitts and Nevis,Saint Lucia,Saint Pierre and Miquelon,Saint Vincent and the Grenadines,Salta,Samoa,San Marino,Sao Tome and Principe,Saudi Arabia,Senegal,Serbia,Serbia and Montenegro,Seychelles,Sierra Leone,Singapore,Sint Maarten (Dutch part),Slovak Republic,Slovakia,Slovenia,Solomon Islands,Somalia,South Africa,South Asia,South Korea,South Sudan,Spain,Sri Lanka,St. Kitts and Nevis,St. Lucia,St. Martin (French part),St. Vincent and the Grenadines,State of Palestine,Sudan,Suriname,Swaziland,Sweden,Switzerland,Syria,Taiwan,Taiwan China,Tajikistan,Tanzania,Thailand,The Bahamas,The Gambia,Timor,Timor-Leste,Togo,Tokelau,Tonga,Trinidad and Tobago,Tunisia,Turkey,Turkmenistan,Turks and Caicos Islands,Tuvalu,Uganda,Ukraine,United Arab Emirates,United Kingdom,United States,United States Virgin Islands,Uruguay,Uzbekistan,Vanuatu,Vatican,Venezuela,Venezuela RB,Viet Nam,Vietnam,Virgin Islands (U.S.),"Virgin Islands, British",Wallis and Futuna,West Bank and Gaza,World,Yemen,Yemen Rep.,"Yemen, Rep.",Zambia,Zimbabwe
"Jun 8, 2021",8,10,10,0,5,9,3,9,179,8,8,18,19,9,8,0,9,9,10,9,20,10,9,3,8,22,2,9,9,35,3,8,11,9,9,10,9,18,8,1,0,1,2,9,9,0,50,18,1,1,1,44,8,5,1,0,2,20,2,11,6,2,10,18,7,19,8,10,15,23,10,0,14,8,7,18,8,9,2,1,0,8,18,26,1,9,5,0,1,9,21,9,2,18,3,9,1,14,1,9,8,10,11,1,15,9,0,0,18,16,17,18,8,0,9,18,1,18,21,11,19,1,9,9,9,7,0,0,11,5,9,8,8,18,9,9,9,8,4,18,17,7,0,0,1,0,9,9,11,7,9,9,6,9,9,36,5,0,0,9,4,9,7,4,10,9,9,9,6,9,20,0,1,1,17,13,9,9,2,17,1,9,9,6,3,15,8,22,45,1,11,2,18,19,6,9,3,1,11,18,9,1,6,6,1,5,1,6,7,4,16,9,10,0,8,9,11,3,13,5,18,7,8,2,0,3,8,21,9,3,3,0,4,2,9,10,1,18,18,9,8,0,9,8,11,2,3,1,7,9,2,7,11,9,19,9,3,6,9,10,11,21,34,1,37,9,7,1,16,0,2,7,0,1,1,3,2,9,0,0,9,9
"Jun 9, 2021",8,10,10,0,5,9,3,9,182,8,8,18,19,9,8,0,9,9,10,9,20,10,9,3,8,22,2,9,9,35,3,8,11,9,9,10,9,18,8,1,0,1,2,9,9,0,53,18,1,1,1,45,8,5,1,0,2,20,2,11,6,2,10,18,7,19,8,10,15,23,10,0,14,8,7,18,8,9,2,1,0,8,18,26,1,9,5,0,1,9,21,9,2,18,3,9,1,14,1,9,8,10,11,1,15,9,0,0,18,16,17,18,8,0,9,18,1,18,21,11,19,1,9,9,9,7,0,0,11,5,9,8,8,18,9,9,9,8,4,18,17,7,0,0,1,0,9,9,11,7,9,9,6,9,9,36,5,0,0,9,4,9,7,4,10,9,9,9,6,9,20,0,1,1,17,13,9,9,2,17,1,9,9,6,3,15,8,22,45,1,11,2,18,19,6,9,3,1,11,18,9,1,6,6,1,5,1,6,7,4,16,9,10,0,8,9,11,3,13,5,18,7,8,2,0,3,8,21,9,3,3,0,4,2,9,10,1,18,18,9,8,0,9,8,11,2,3,1,7,9,2,7,11,9,19,9,3,6,9,10,11,21,34,1,37,9,7,1,16,0,2,7,0,1,1,3,2,9,0,0,9,9
"Jun 10, 2021",9,11,11,1,6,10,3,10,185,9,9,19,20,10,9,0,10,10,11,10,21,11,10,4,9,23,2,10,10,36,4,9,12,10,10,11,10,19,9,1,1,1,3,10,10,1,55,19,1,1,1,47,9,5,2,1,2,21,3,12,7,3,11,19,7,20,9,11,16,24,11,0,15,9,8,19,9,10,2,1,1,9,19,27,2,10,5,0,2,10,22,10,3,19,4,10,2,15,1,10,9,11,12,1,16,9,0,1,19,17,18,19,9,0,10,19,2,19,22,12,20,1,10,10,10,8,1,1,12,6,10,8,9,19,10,10,10,9,5,19,18,7,0,1,2,0,10,10,12,8,10,10,7,10,10,37,5,0,1,10,5,10,8,4,11,10,10,10,7,10,21,0,1,2,18,14,10,10,2,18,1,10,10,7,3,16,9,24,46,1,12,2,19,20,7,10,3,1,12,19,10,1,6,6,1,5,1,7,8,5,17,10,11,0,9,10,12,4,14,5,19,8,9,3,1,3,9,22,10,4,4,1,5,2,10,11,1,19,19,10,8,0,10,9,12,2,3,1,8,10,2,8,12,10,20,10,4,7,10,11,12,22,35,1,38,10,8,1,17,0,2,8,1,1,1,4,3,9,0,1,10,10
"Jun 11, 2021",9,11,11,1,6,10,3,10,185,9,9,19,20,10,9,0,10,10,11,10,21,11,10,4,9,23,2,10,10,36,4,9,12,10,10,11,10,19,9,1,1,1,3,10,10,1,64,19,1,1,1,47,9,5,2,1,2,21,3,12,7,3,11,19,7,20,9,11,16,24,11,0,15,9,8,19,9,10,2,1,1,9,19,27,2,10,5,0,2,10,22,10,3,19,4,10,2,15,1,10,9,11,12,1,16,9,0,1,19,17,18,19,9,0,10,19,2,19,22,12,20,1,10,10,10,8,1,1,12,6,10,8,9,19,10,10,10,9,5,19,18,7,0,1,2,0,10,10,12,8,10,10,7,10,10,37,5,0,1,10,5,10,8,4,11,10,10,10,7,10,21,0,1,2,18,14,10,10,2,18,1,10,10,7,3,16,9,24,46,1,12,2,19,20,7,10,3,1,12,19,10,1,6,6,1,5,1,7,8,5,17,10,11,0,9,10,12,4,14,5,19,8,9,3,1,3,9,22,10,4,4,1,5,2,10,11,1,19,19,10,8,0,10,9,12,2,3,1,8,10,2,8,12,10,20,10,4,7,10,11,12,22,35,1,38,10,8,1,17,0,2,8,1,1,1,4,3,9,0,1,10,10
"Jun 12, 2021",9,11,11,1,6,10,3,10,185,9,9,19,20,10,9,0,10,10,11,10,21,11,10,4,9,23,2,10,10,36,4,9,12,10,10,11,10,19,9,1,1,1,3,10,10,1,64,19,1,1,1,47,9,5,2,1,2,21,3,12,7,3,11,19,7,20,9,11,16,24,11,0,15,9,8,19,9,10,2,1,1,9,19,27,2,10,5,0,2,10,22,10,3,19,4,10,2,15,1,10,9,11,12,1,16,9,0,1,19,17,18,19,9,0,10,19,2,19,22,12,20,1,10,10,10,8,1,1,12,6,10,8,9,19,10,10,10,9,5,19,18,7,0,1,2,0,10,10,12,8,10,10,7,10,10,37,5,0,1,10,5,10,8,4,11,10,10,10,7,10,21,0,1,2,18,14,10,10,2,18,1,10,10,7,3,16,9,24,46,1,12,2,19,20,7,10,3,1,12,19,10,1,6,6,1,5,1,7,8,5,17,10,11,0,9,10,12,4,14,5,19,8,9,3,1,3,9,22,10,4,4,1,5,2,10,11,1,19,19,10,8,0,10,9,12,2,3,1,8,10,2,8,12,10,20,10,4,7,10,11,12,22,35,1,38,10,8,1,17,0,2,8,1,1,1,4,3,9,0,1,10,10
"Jun 13, 2021",9,11,11,1,6,10,3,10,185,9,9,19,20,10,9,0,10,10,11,10,21,11,10,4,9,23,2,10,10,36,4,9,12,10,10,11,10,19,9,1,1,1,3,10,10,1,64,19,1,1,1,47,9,5,2,1,2,21,3,12,7,3,11,19,7,20,9,11,16,24,11,0,15,9,8,19,9,10,2,1,1,9,19,27,2,10,5,0,2,10,22,10,3,19,4,10,2,15,1,10,9,11,12,1,16,9,0,1,19,17,18,19,9,0,10,19,2,19,22,12,20,1,10,10,10,8,1,1,12,6,10,8,9,19,10,10,10,9,5,19,18,7,0,1,2,0,10,10,12,8,10,10,7,10,10,37,5,0,1,10,5,10,8,4,11,10,10,10,7,10,21,0,1,2,18,14,10,10,2,18,1,10,10,7,3,16,9,24,46,1,12,2,19,20,7,10,3,1,12,19,10,1,6,6,1,5,1,7,8,5,17,10,11,0,9,10,12,4,14,5,19,8,9,3,1,3,9,22,10,4,4,1,5,2,10,11,1,19,19,10,8,0,10,9,12,2,3,1,8,10,2,8,12,10,20,10,4,7,10,11,12,22,35,1,38,10,8,1,17,0,2,8,1,1,1,4,3,9,0,1,10,10
"Jun 14, 2021",9,11,11,1,6,10,3,10,188,9,9,19,20,10,9,0,10,10,11,10,21,11,10,4,9,23,2,10,10,36,4,9,12,10,10,11,10,19,9,1,1,1,3,10,10,1,64,19,1,1,1,48,9,5,2,1,2,21,3,12,7,3,11,19,7,20,9,11,16,24,11,0,15,9,8,19,9,10,2,1,1,9,19,27,2,10,5,0,2,10,22,10,3,19,4,10,2,15,1,10,9,11,12,1,16,9,0,1,19,17,18,19,9,0,10,19,2,19,22,12,20,1,10,10,10,8,1,1,12,6,10,8,9,19,10,10,10,9,5,19,18,7,0,1,2,0,10,10,12,8,10,10,7,10,10,37,5,0,1,10,5,10,8,4,11,10,10,10,7,10,21,0,1,2,18,14,10,10,2,18,1,10,10,7,3,16,9,24,46,1,12,2,19,20,7,10,3,1,12,19,10,1,6,6,1,5,1,7,8,5,17,10,11,0,9,10,12,4,14,5,19,8,9,3,1,3,9,22,10,4,4,1,5,2,10,11,1,19,19,10,8,0,10,9,12,2,3,1,8,10,2,8,12,10,20,10,4,7,10,11,12,22,35,1,38,10,8,1,17,0,2,8,1,1,1,4,3,9,0,1,10,10
"Jun 15, 2021",9,11,11,1,6,10,3,10,188,9,9,19,20,10,9,0,10,10,11,10,21,11,10,4,9,23,2,10,10,36,4,9,12,10,10,11,10,19,9,1,1,1,3,10,10,1,65,19,1,1,1,48,9,5,2,1,2,21,3,12,7,3,11,19,7,20,9,11,16,24,11,0,15,9,8,19,9,10,2,1,1,9,19,27,2,10,5,0,2,10,22,10,3,19,4,10,2,15,1,10,9,11,12,1,16,9,0,1,19,17,18,19,9,0,10,19,2,19,22,12,20,1,10,10,10,8,1,1,12,6,10,8,9,19,10,10,10,9,5,19,18,7,0,1,2,0,10,10,12,8,10,10,7,10,10,37,5,0,1,10,5,10,8,4,11,10,10,10,7,10,21,0,1,2,18,14,10,10,2,18,1,10,10,7,3,16,9,26,46,1,12,2,19,20,7,10,3,1,12,19,10,1,6,6,1,5,1,7,8,5,17,10,11,0,9,10,12,4,14,5,19,8,9,3,1,3,9,22,10,4,4,1,5,2,10,11,1,19,19,10,8,0,10,9,12,2,3,1,8,10,2,8,12,10,20,10,4,7,10,11,12,22,35,1,38,10,8,1,17,0,2,8,1,1,1,4,3,9,0,1,10,10
"Jun 16, 2021",9,11,11,1,6,10,3,10,188,9,9,19,20,10,9,0,10,10,11,10,21,11,10,4,9,23,2,10,10,36,4,9,12,10,10,11,10,19,9,1,1,1,3,10,10,1,68,19,1,1,1,48,9,5,2,1,2,21,3,12,7,3,11,19,7,20,9,11,16,24,11,0,15,9,8,19,9,10,2,1,1,9,19,27,2,10,5,0,2,10,22,10,3,19,4,10,2,15,1,10,9,11,12,1,16,9,0,1,19,17,18,19,9,0,10,19,2,19,22,12,20,1,10,10,10,8,1,1,12,6,10,8,9,19,10,10,10,9,5,19,18,7,0,1,2,0,10,10,12,8,10,10,7,10,10,37,5,0,1,10,5,10,8,4,11,10,10,10,7,10,21,0,1,2,18,14,10,10,2,18,1,10,10,7,3,16,9,27,46,1,12,2,19,20,7,10,3,1,12,19,10,1,6,6,1,5,1,7,8,5,17,10,11,0,9,10,12,4,14,5,19,8,9,3,1,3,9,22,10,4,4,1,5,2,10,11,1,19,19,10,8,0,10,9,12,2,3,1,8,10,2,8,12,10,20,10,4,7,10,11,12,22,35,1,39,10,8,1,17,0,2,8,1,1,1,4,3,9,0,1,10,10
"Jun 17, 2021",9,11,11,1,6,10,3,10,190,9,9,19,20,10,9,0,10,10,11,10,21,11,10,4,9,23,2,10,10,36,4,9,12,10,10,11,10,19,9,1,1,1,3,10,10,1,69,19,1,1,1,48,9,5,2,1,2,21,3,12,7,3,11,19,7,20,9,11,16,24,11,0,15,9,8,19,9,10,2,1,1,9,19,27,2,10,5,0,2,10,22,10,3,19,4,10,2,15,1,10,9,11,12,1,16,9,0,1,19,17,18,19,9,0,10,19,2,19,22,12,20,1,10,10,10,8,1,1,12,6,10,8,9,19,10,10,10,9,5,19,18,7,0,1,2,0,10,10,12,8,10,10,7,10,10,37,5,0,1,10,5,10,8,4,11,10,10,10,7,10,21,0,1,2,18,14,10,10,2,18,1,10,10,7,3,16,9,27,46,1,12,2,19,20,7,10,3,1,12,19,10,1,6,6,1,5,1,7,8,5,17,10,11,0,9,10,12,4,14,5,19,8,9,3,1,3,9,22,10,4,4,1,5,2,10,11,1,19,19,10,8,0,10,9,12,2,3,1,8,10,2,8,12,10,20,10,4,7,10,11,12,22,35,1,39,10,8,1,17,0,2,8,1,1,1,4,3,9,0,1,10,10
"Jun 18, 2021",9,11,11,1,6,10,3,10,191,9,9,19,20,10,9,0,10,10,11,10,21,11,10,4,9,23,2,10,10,36,4,9,12,10,10,11,10,19,9,1,1,1,3,10,10,1,69,19,1,1,1,49,9,5,2,1,2,21,3,12,7,3,11,19,7,20,9,11,16,24,11,0,15,9,8,19,9,10,2,1,1,9,19,27,2,10,5,0,2,10,22,10,3,19,4,10,2,15,1,10,9,11,12,1,16,9,0,1,19,17,18,19,9,0,10,19,2,19,22,12,20,1,10,10,10,8,1,1,12,6,10,8,9,19,10,10,10,9,5,19,18,7,0,1,2,0,10,10,12,8,10,10,7,10,10,37,5,0,1,10,5,10,8,4,11,10,10,10,7,10,21,0,1,2,18,14,10,10,2,18,1,10,10,7,3,16,9,27,46,1,12,2,19,20,7,10,3,1,12,19,10,1,6,6,1,5,1,7,8,5,17,10,11,0,9,10,12,4,14,5,19,8,9,3,1,3,9,22,10,4,4,1,5,2,10,11,1,19,19,10,8,0,10,9,12,2,3,1,8,10,2,8,12,10,20,10,4,7,10,11,12,22,35,1,39,10,8,1,17,0,2,8,1,1,1,4,3,9,0,1,10,10
"Jun 19, 2021",9,11,11,1,6,10,3,10,191,9,9,19,20,10,9,0,10,10,11,10,21,11,10,4,9,23,2,10,10,36,4,9,12,10,10,11,10,19,9,1,1,1,3,10,10,1,69,19,1,1,1,49,9,5,2,1,2,21,3,12,7,3,11,19,7,20,9,11,16,24,11,0,15,9,8,19,9,10,2,1,1,9,19,27,2,10,5,0,2,10,22,10,3,19,4,10,2,15,1,10,9,11,12,1,16,9,0,1,19,17,18,19,9,0,10,19,2,19,22,12,20,1,10,10,10,8,1,1,12,6,10,8,9,19,10,10,10,9,5,19,18,7,0,1,2,0,10,10,12,8,10,10,7,10,10,37,5,0,1,10,5,10,8,4,11,10,10,10,7,10,21,0,1,2,18,14,10,10,2,18,1,10,10,7,3,16,9,27,46,1,12,2,19,20,7,10,3,1,12,19,10,1,6,6,1,5,1,7,8,5,17,10,11,0,9,10,12,4,14,5,19,8,9,3,1,3,9,22,10,4,4,1,5,2,10,11,1,19,19,10,8,0,10,9,12,2,3,1,8,10,2,8,12,10,20,10,4,7,10,11,12,22,35,1,39,10,8,1,17,0,2,8,1,1,1,4,3,9,0,1,10,10
"Jun 20, 2021",10,12,12,1,7,11,4,11,192,10,10,20,21,11,10,0,11,11,12,11,22,12,11,5,10,24,3,11,11,37,5,10,13,11,11,12,11,20,10,1,1,1,4,11,11,1,70,20,1,1,1,50,10,6,2,1,3,22,4,13,8,3,12,20,8,21,10,12,17,25,12,0,16,10,9,20,10,11,3,2,1,10,20,28,3,11,6,0,2,11,23,11,4,20,5,11,2,16,2,11,10,12,13,1,17,10,0,1,20,18,19,20,10,0,11,20,3,20,23,13,21,2,11,11,11,9,1,1,12,7,11,9,10,20,11,11,11,10,6,20,19,8,0,1,2,0,11,11,13,9,11,11,8,11,11,38,6,0,1,11,6,11,9,5,12,11,11,11,8,11,22,0,1,3,19,15,11,11,3,19,2,11,11,8,4,17,10,28,47,1,13,3,20,21,7,11,3,1,13,20,11,2,7,7,2,6,1,8,9,6,18,11,12,0,10,11,13,5,14,6,20,9,10,3,1,4,10,23,11,4,4,1,5,2,11,12,1,20,20,11,9,0,11,10,13,2,3,2,8,11,3,9,13,11,21,11,5,8,11,12,13,23,36,1,40,11,9,2,18,0,2,9,1,1,2,4,4,10,0,1,11,11
"Jun 21, 2021",10,12,12,1,7,11,4,11,192,10,10,20,21,11,10,0,11,11,12,11,22,12,11,5,10,24,3,11,11,37,5,10,13,11,11,12,11,20,10,1,1,1,4,11,11,1,70,20,1,1,1,50,10,6,2,1,3,22,4,13,8,3,12,20,8,21,10,12,17,25,12,0,16,10,9,20,10,11,3,2,1,10,20,28,3,11,6,0,2,11,23,11,4,20,5,11,2,16,2,11,10,12,13,1,17,10,0,1,20,18,19,20,10,0,11,20,3,20,23,13,21,2,11,11,11,9,1,1,12,7,11,9,10,20,11,11,11,10,6,20,19,8,0,1,2,0,11,11,13,9,11,11,8,11,11,38,6,0,1,11,6,11,9,5,12,11,11,11,8,11,22,0,1,3,19,15,11,11,3,19,2,11,11,8,4,17,10,28,47,1,13,3,20,21,7,11,3,1,13,20,11,2,7,7,2,6,1,8,9,6,18,11,12,0,10,11,13,5,14,6,20,9,10,3,1,4,10,23,11,4,4,1,5,2,11,12,1,20,20,11,9,0,11,10,13,2,3,2,8,11,3,9,13,11,21,11,5,8,11,12,13,23,36,1,40,11,9,2,18,0,2,9,1,1,2,4,4,10,0,1,11,11
"Jun 22, 2021",10,12,12,1,7,11,4,11,192,10,10,20,21,11,10,0,11,11,12,11,22,12,11,5,10,24,3,11,11,37,5,10,13,11,11,12,11,20,10,1,1,1,4,11,11,1,70,20,1,1,1,50,10,6,2,1,3,22,4,13,8,3,12,20,8,21,10,12,17,25,12,0,16,10,9,20,10,11,3,2,1,10,20,28,3,11,6,0,2,11,23,11,4,20,5,11,2,16,2,11,10,12,13,1,17,10,0,1,20,18,19,20,10,0,11,20,3,20,23,13,21,2,11,11,11,9,1,1,12,7,11,9,10,20,11,11,11,10,6,20,19,8,0,1,2,0,11,11,13,9,11,11,8,11,11,38,6,0,1,11,6,11,9,5,12,11,11,11,8,11,22,0,1,3,19,15,11,11,3,19,2,11,11,8,4,17,10,28,47,1,13,3,20,21,7,11,3,1,13,20,11,2,7,7,2,6,1,8,9,6,18,11,12,0,10,11,13,5,14,6,20,9,10,3,1,4,10,23,11,4,4,1,5,2,11,12,1,20,20,11,9,0,11,10,13,2,3,2,8,11,3,9,13,11,21,11,5,8,11,12,13,23,36,1,40,11,9,2,18,0,2,9,1,1,2,4,4,10,0,1,11,11
"Jun 23, 2021",10,12,12,1,7,11,4,11,193,10,10,20,21,11,10,0,11,11,12,11,22,12,11,5,10,24,3,11,11,37,5,10,13,11,11,12,11,20,10,1,1,1,4,11,11,1,70,20,1,1,1,51,10,6,2,1,3,22,4,13,8,3,12,20,8,21,10,12,17,25,12,0,16,10,9,20,10,11,3,2,1,10,20,28,3,11,6,0,2,11,23,11,4,20,5,11,2,16,2,11,10,12,13,1,17,10,0,1,20,18,19,20,10,0,11,20,3,20,23,13,21,2,11,11,11,9,1,1,12,7,11,9,10,20,11,11,11,10,6,20,19,8,0,1,2,0,11,11,13,9,11,11,8,11,11,38,6,0,1,11,6,11,9,5,12,11,11,11,8,11,22,0,1,3,19,15,11,11,3,19,2,11,11,8,4,17,10,28,47,1,13,3,20,21,7,11,3,1,13,20,11,2,7,7,2,6,1,8,9,6,18,11,12,0,10,11,13,5,14,6,20,9,10,3,1,4,10,23,11,4,4,1,5,2,11,12,1,20,20,11,9,0,11,10,13,2,3,2,8,11,3,9,13,11,21,11,5,8,11,12,13,23,36,1,40,11,9,2,18,0,2,9,1,1,2,4,4,10,0,1,11,11
"Jun 24, 2021",10,12,12,1,7,11,4,11,194,10,10,20,21,11,10,0,11,11,12,11,22,12,11,5,10,24,3,11,11,37,5,10,13,11,11,12,11,20,10,1,1,1,4,11,11,1,70,20,1,1,1,51,10,6,2,1,3,22,4,13,8,3,12,20,8,21,10,12,17,25,12,0,16,10,9,20,10,11,3,2,1,10,20,28,3,11,6,0,2,11,23,11,4,20,5,11,2,16,2,11,10,12,13,1,17,10,0,1,20,18,19,20,10,0,11,20,3,20,23,13,21,2,11,11,11,9,1,1,12,7,11,9,10,20,11,11,11,10,6,20,19,8,0,1,2,0,11,11,13,9,11,11,8,11,11,38,6,0,1,11,6,11,9,5,12,11,11,11,8,11,22,0,1,3,19,15,11,11,3,19,2,11,11,8,4,17,10,28,47,1,13,3,20,21,7,11,3,1,13,20,11,2,7,7,2,6,1,8,9,6,18,11,12,0,10,11,13,5,14,6,20,9,10,3,1,4,10,23,11,4,4,1,5,2,11,12,1,20,20,11,9,0,11,10,13,2,3,2,8,11,3,9,13,11,21,11,5,8,11,12,13,23,36,1,40,11,9,2,18,0,2,9,1,1,2,4,4,10,0,1,11,11
"Jun 25, 2021",10,12,12,1,7,11,4,11,195,10,10,20,21,11,10,0,11,11,12,11,22,12,11,5,10,24,3,11,11,37,5,10,13,11,11,12,11,20,10,1,1,1,4,11,11,1,70,20,1,1,1,52,10,6,2,1,3,22,4,13,8,3,12,20,8,21,10,12,17,25,12,0,16,10,9,20,10,11,3,2,1,10,20,28,3,11,6,0,2,11,23,11,4,20,5,11,2,16,2,11,10,12,13,1,17,10,0,1,20,18,19,20,10,0,11,20,3,20,23,13,21,2,11,11,11,9,1,1,12,7,11,9,10,20,11,11,11,10,6,20,19,8,0,1,2,0,11,11,13,9,11,11,8,11,11,38,6,0,1,11,6,11,9,5,12,11,11,11,8,11,22,0,1,3,19,15,11,11,3,19,2,11,11,8,4,17,10,28,47,1,13,3,20,21,7,11,3,1,13,20,11,2,7,7,2,6,1,8,9,6,18,11,12,0,10,11,13,5,14,6,20,9,10,3,1,4,10,23,11,4,4,1,5,2,11,12,1,20,20,11,9,0,11,10,13,2,3,2,8,11,3,9,13,11,21,11,5,8,11,12,13,23,36,1,40,11,9,2,18,0,2,9,1,1,2,4,4,10,0,1,11,11
"Jun 26, 2021",11,13,13,1,7,12,4,12,196,11,10,21,22,12,11,0,12,12,13,12,23,13,12,5,11,25,3,12,12,38,5,11,14,12,12,13,12,21,11,1,1,1,4,12,12,1,82,21,1,1,1,53,11,6,2,1,3,23,4,14,8,3,13,21,9,22,11,13,18,26,13,0,17,11,9,21,10,12,3,2,1,11,21,29,3,12,6,0,3,12,24,12,4,21,5,12,2,17,2,12,11,13,14,1,18,11,0,1,21,19,20,21,11,0,12,21,3,21,24,14,22,2,12,12,12,10,1,1,13,7,12,10,11,21,12,12,12,11,6,21,20,8,0,1,3,0,12,12,14,10,12,12,8,12,12,39,6,0,1,12,6,12,9,5,13,12,12,12,8,12,23,0,1,3,20,16,12,12,3,20,2,12,12,8,4,18,11,29,49,1,14,3,21,22,7,12,3,1,14,21,12,2,7,7,2,6,1,9,9,6,19,12,13,0,11,12,14,5,15,6,21,10,10,3,1,4,10,24,12,5,5,1,6,2,12,13,2,21,21,12,10,0,12,11,14,2,3,2,8,12,3,10,14,12,22,11,5,8,12,13,14,24,37,1,41,12,9,2,19,0,2,10,1,1,2,4,4,10,0,2,12,11
"Jun 27, 2021",11,13,13,1,7,12,4,12,196,11,10,21,22,12,11,0,12,12,13,12,23,13,12,5,11,25,3,12,12,38,5,11,14,12,12,13,12,21,11,1,1,1,4,12,12,1,82,21,1,1,1,53,11,6,2,1,3,23,4,14,8,3,13,21,9,22,11,13,18,26,13,0,17,11,9,21,10,12,3,2,1,11,21,29,3,12,6,0,3,12,24,12,4,21,5,12,2,17,2,12,11,13,14,1,18,11,0,1,21,19,20,21,11,0,12,21,3,21,24,14,22,2,12,12,12,10,1,1,13,7,12,10,11,21,12,12,12,11,6,21,20,8,0,1,3,0,12,12,14,10,12,12,8,12,12,39,6,0,1,12,6,12,9,5,13,12,12,12,8,12,23,0,1,3,20,16,12,12,3,20,2,12,12,8,4,18,11,29,49,1,14,3,21,22,7,12,3,1,14,21,12,2,7,7,2,6,1,9,9,6,19,12,13,0,11,12,14,5,15,6,21,10,10,3,1,4,10,24,12,5,5,1,6,2,12,13,2,21,21,12,10,0,12,11,14,2,3,2,8,12,3,10,14,12,22,11,5,8,12,13,14,24,37,1,42,12,9,2,19,0,2,10,1,1,2,4,4,10,0,2,12,11
"Jun 28, 2021",11,13,13,1,7,12,4,12,196,11,10,21,22,12,11,0,12,12,13,12,23,13,12,5,11,25,3,12,12,38,5,11,14,12,12,13,12,21,11,1,1,1,4,12,12,1,82,21,1,1,1,53,11,6,2,1,3,23,4,14,8,3,13,21,9,22,11,13,18,26,13,0,17,11,9,21,10,12,3,2,1,11,21,29,3,12,6,0,3,12,24,12,4,21,5,12,2,17,2,12,11,13,14,1,18,11,0,1,21,19,20,21,11,0,12,21,3,21,24,14,22,2,12,12,12,10,1,1,13,7,12,10,11,21,12,12,12,11,6,21,20,8,0,1,3,0,12,12,14,10,12,12,8,12,12,39,6,0,1,12,6,12,9,5,13,12,12,12,8,12,23,0,1,3,20,16,12,12,3,20,2,12,12,8,4,18,11,29,49,1,14,3,21,22,7,12,3,1,14,21,12,2,7,7,2,6,1,9,9,6,19,12,13,0,11,12,14,5,15,6,21,10,10,3,1,4,10,24,12,5,5,1,6,2,12,13,2,21,21,12,10,0,12,11,14,2,3,2,8,12,3,10,14,12,22,11,5,8,12,13,14,24,37,1,44,12,9,2,19,0,2,10,1,1,2,4,4,10,0,2,12,11
