anio;jurisdiccion;empresa
10/2018;NACIONAL;"NUEVOS RUMBOS S.A.T.A.C.I.F.I."
10/2018;NACIONAL;"ROCARAZA S.A."
10/2018;NACIONAL;"SAN VICENTE S.A. DE TRANSPORTES"
10/2018;NACIONAL;"SARGENTO CABRAL S.A.DE TRANSPORTE"
10/2018;NACIONAL;"SOCIEDAD ANONIMA EXPRESO SUDOESTE"
10/2018;NACIONAL;"TRANPORTES VEINTIDOS DE SETIEMBRE S.A.C."
10/2018;NACIONAL;"TRANSP. AUTOMOTORES 12 DE OCTUBRE S.A.C."
10/2018;NACIONAL;"TRANSP. SGTO. CABRAL"
10/2018;NACIONAL;"TRANSPORTE ESCALADA S.A.T."
10/2018;NACIONAL;"TRANSPORTE IDEAL SAN JUSTO S.A."
10/2018;NACIONAL;"TRANSPORTE LARRAZABAL C.I.S.A."
10/2018;NACIONAL;"TRANSPORTE NUEVE DE JULIO SAC."
10/2018;NACIONAL;"TRANSPORTES 1Âº SEPTIEMBRE S.A."
10/2018;NACIONAL;"TRANSPORTES 270 S.A."
10/2018;NACIONAL;"TRANSPORTES ALMIRANTE BROWN S.A."
10/2018;NACIONAL;"TRANSPORTES ATLANTIDA S.A.C."
10/2018;NACIONAL;"TRANSPORTES AUTOMOTORES CALLAO S.A."
10/2018;NACIONAL;"TRANSPORTES AUTOMOTORES RIACHUELO S.A."
10/2018;NACIONAL;"TRANSPORTES AVENIDA BERNARDO ADER S.A."
10/2018;NACIONAL;"TRANSPORTES COLEGIALES S.A.C.I."
10/2018;NACIONAL;"TRANSPORTES DEL TEJAR S.A."
10/2018;NACIONAL;"TRANSPORTES LINEA 123 S.A.C.I."
10/2018;NACIONAL;"TRANSPORTES LOPE DE VEGA S.A.C.I."
10/2018;NACIONAL;"TRANSPORTES NUEVA CHICAGO C.I.S.A."
10/2018;NACIONAL;"TRANSPORTES QUIRNO COSTA S.A.C.I."
10/2018;NACIONAL;"TRANSPORTES RIO GRANDE S.A.C.I.F."
10/2018;NACIONAL;"TRANSPORTES SAN CAYETANO S.A.C."
10/2018;NACIONAL;"TRANSPORTES SANTA FE S.A.C.I."
10/2018;NACIONAL;"TRANSPORTES SESENTA Y OCHO S.R.L."
10/2018;NACIONAL;"TRANSPORTES SOL DE MAYO C.I.S.A."
10/2018;NACIONAL;"TRANSPORTES SUR-NOR C.I.S.A."
10/2018;NACIONAL;"TTES.AUTOMOTORES DE PASAJEROS SIGLO XXI SA"
10/2018;NACIONAL;"UNION TRANSPORTISTAS DE EMPRESAS SA"
10/2018;NACIONAL;"VUELTA DE ROCHA S.A.T.C.I."
09/2018;NACIONAL;"17 DE AGOSTO S.A."
09/2018;NACIONAL;"4 DE SEPTIEMBRE S.A.T.C.P."
09/2018;NACIONAL;"ALMAFUERTE S.A.T.A.C.I."
09/2018;NACIONAL;"AZUL S.A. DE TRANSPORTE AUTOMOTOR"
09/2018;NACIONAL;"BERNARDINO RIVADAVIA S.A.T.A."
09/2018;NACIONAL;"BUENOS AIRES BUS SOCIEDAD ANONIMA"
09/2018;NACIONAL;"BUS DEL OESTE S.A."
09/2018;NACIONAL;"CARDENAS S.A. EMPRESA DE TRANSPORTES"
09/2018;NACIONAL;"COLECTIVEROS UNIDOS S.A."
09/2018;NACIONAL;"COMPAÃIA MICROOMNIBUS LA COLORADA SACI"
09/2018;NACIONAL;"D.O.T.A. S.A. DE TRANSPORTE AUTOMOTOR"
09/2018;NACIONAL;"D.U.V.I. SOCIEDAD ANONIMA"
09/2018;NACIONAL;"EL NUEVO HALCON S.A."
09/2018;NACIONAL;"EL PUENTE S.A.T."
09/2018;NACIONAL;"EMP.DE TRANSP. PEDRO DE MENDOZA C.I.S.A."
09/2018;NACIONAL;"EMP.DE TRANSP.MICROOMN.SAENZ PEÃA S.R.L."
09/2018;NACIONAL;"EMP.TRANSP.AUTOM.DE PASAJEROS S.A.C.I.F."
09/2018;NACIONAL;"EMPRESA ANTARTIDA ARGENTINA S.A.T."
09/2018;NACIONAL;"EMPRESA DE TRANSP. MARIANO MORENO S.A."
09/2018;NACIONAL;"EMPRESA DE TRANSP. TTE. GRAL. ROCA S.A"
09/2018;NACIONAL;"EMPRESA DE TRANSPORTES AMERICA S.A.C.I."
09/2018;NACIONAL;"EMPRESA LINEA 216 S.A.T."
09/2018;NACIONAL;"EMPRESA TANDILENSE S.A.C.I.F.I.Y DE S."
09/2018;NACIONAL;"EXPRESO GENERAL SARMIENTO S.A."
09/2018;NACIONAL;"EXPRESO LOMAS S.A."
09/2018;NACIONAL;"EXPRESO QUILMES S.A."
09/2018;NACIONAL;"EXPRESO SAN ISIDRO S.A.T.C.I.F.I."
09/2018;NACIONAL;"GENERAL PUEYRREDON S.A.T.C.I."
09/2018;NACIONAL;"GENERAL TOMAS GUIDO S.A.C.I.F."
09/2018;NACIONAL;"GRUPO LINEA 179 S.A."
09/2018;NACIONAL;"JUAN B. JUSTO S.A.T.C.I."
09/2018;NACIONAL;"LA CABAÃA S.A."
09/2018;NACIONAL;"LA CENTRAL DE VICENTE LOPEZ S.A."
09/2018;NACIONAL;"LA NUEVA METROPOL S.A."
09/2018;NACIONAL;"LA VECINAL DE MATANZA SACI. DE MICROOMNIBUS"
09/2018;NACIONAL;"LINEA 10 S.A."
09/2018;NACIONAL;"LINEA 17 S.A."
09/2018;NACIONAL;"LINEA 213 S.A. DE TRANSPORTE"
09/2018;NACIONAL;"LINEA 22 S.A."
09/2018;NACIONAL;"LINEA 71 S.A."
09/2018;NACIONAL;"LINEA DE MICROOMNIBUS 47 S.A.T.C.F.I."
09/2018;NACIONAL;"LINEA EXPRESO LINIERS S.A.I.Y C."
09/2018;NACIONAL;"LOS CONSTITUYENTES S.A.T."
09/2018;NACIONAL;"M.O.D.O. S.A. DE TRANSPORTE AUTOMOTOR"
09/2018;NACIONAL;"MAYO S.A.T.A."
09/2018;NACIONAL;"MICRO OMNIBUS NORTE S.A."
09/2018;NACIONAL;"MICRO OMNIBUS QUILMES S.A.C.I. Y F."
09/2018;NACIONAL;"MICRO OMNIBUS SUR S.A.C."
09/2018;NACIONAL;"MICROOMNIBUS BARRANCAS DE BELGRANO S.A."
09/2018;NACIONAL;"MICROOMNIBUS CIUDAD DE BS.AS. S.A.T.C.I"
09/2018;NACIONAL;"MICROOMNIBUS CUARENTA Y CINCO S.A.C.I.F."
09/2018;NACIONAL;"MICROOMNIBUS SAAVEDRA S.A.T.A.C.I."
09/2018;NACIONAL;"NUDO S.A."
09/2018;NACIONAL;"NUEVOS RUMBOS S.A.T.A.C.I.F.I."
09/2018;NACIONAL;"ROCARAZA S.A."
09/2018;NACIONAL;"SAN VICENTE S.A. DE TRANSPORTES"
09/2018;NACIONAL;"SARGENTO CABRAL S.A.DE TRANSPORTE"
09/2018;NACIONAL;"SOCIEDAD ANONIMA EXPRESO SUDOESTE"
09/2018;NACIONAL;"TRANPORTES VEINTIDOS DE SETIEMBRE S.A.C."
09/2018;NACIONAL;"TRANSP. AUTOMOTORES 12 DE OCTUBRE S.A.C."
09/2018;NACIONAL;"TRANSP. SGTO. CABRAL"
09/2018;NACIONAL;"TRANSPORTE ESCALADA S.A.T."
09/2018;NACIONAL;"TRANSPORTE IDEAL SAN JUSTO S.A."
09/2018;NACIONAL;"TRANSPORTE LARRAZABAL C.I.S.A."
09/2018;NACIONAL;"TRANSPORTE NUEVE DE JULIO SAC."
09/2018;NACIONAL;"TRANSPORTES 1Âº SEPTIEMBRE S.A."
09/2018;NACIONAL;"TRANSPORTES 270 S.A."
09/2018;NACIONAL;"TRANSPORTES ALMIRANTE BROWN S.A."
09/2018;NACIONAL;"TRANSPORTES ATLANTIDA S.A.C."
09/2018;NACIONAL;"TRANSPORTES AUTOMOTORES CALLAO S.A."
09/2018;NACIONAL;"TRANSPORTES AUTOMOTORES RIACHUELO S.A."
09/2018;NACIONAL;"TRANSPORTES AVENIDA BERNARDO ADER S.A."
09/2018;NACIONAL;"TRANSPORTES COLEGIALES S.A.C.I."
09/2018;NACIONAL;"TRANSPORTES DEL TEJAR S.A."
09/2018;NACIONAL;"TRANSPORTES LINEA 123 S.A.C.I."
09/2018;NACIONAL;"TRANSPORTES LOPE DE VEGA S.A.C.I."
09/2018;NACIONAL;"TRANSPORTES NUEVA CHICAGO C.I.S.A."
09/2018;NACIONAL;"TRANSPORTES QUIRNO COSTA S.A.C.I."
09/2018;NACIONAL;"TRANSPORTES RIO GRANDE S.A.C.I.F."
09/2018;NACIONAL;"TRANSPORTES SAN CAYETANO S.A.C."
09/2018;NACIONAL;"TRANSPORTES SANTA FE S.A.C.I."
09/2018;NACIONAL;"TRANSPORTES SESENTA Y OCHO S.R.L."
09/2018;NACIONAL;"TRANSPORTES SOL DE MAYO C.I.S.A."
09/2018;NACIONAL;"TRANSPORTES SUR-NOR C.I.S.A."
09/2018;NACIONAL;"TTES.AUTOMOTORES DE PASAJEROS SIGLO XXI SA"
09/2018;NACIONAL;"UNION TRANSPORTISTAS DE EMPRESAS SA"
09/2018;NACIONAL;"VUELTA DE ROCHA S.A.T.C.I."
08/2018;NACIONAL;"17 DE AGOSTO S.A."
08/2018;NACIONAL;"4 DE SEPTIEMBRE S.A.T.C.P."
08/2018;NACIONAL;"ALMAFUERTE S.A.T.A.C.I."
08/2018;NACIONAL;"AZUL S.A. DE TRANSPORTE AUTOMOTOR"
08/2018;NACIONAL;"BERNARDINO RIVADAVIA S.A.T.A."
08/2018;NACIONAL;"BUENOS AIRES BUS SOCIEDAD ANONIMA"
08/2018;NACIONAL;"BUS DEL OESTE S.A."
08/2018;NACIONAL;"CARDENAS S.A. EMPRESA DE TRANSPORTES"
08/2018;NACIONAL;"COLECTIVEROS UNIDOS S.A."
08/2018;NACIONAL;"COMPAÃIA MICROOMNIBUS LA COLORADA SACI"
08/2018;NACIONAL;"D.O.T.A. S.A. DE TRANSPORTE AUTOMOTOR"
08/2018;NACIONAL;"D.U.V.I. SOCIEDAD ANONIMA"
08/2018;NACIONAL;"EL NUEVO HALCON S.A."
08/2018;NACIONAL;"EL PUENTE S.A.T."
08/2018;NACIONAL;"EMP.DE TRANSP. PEDRO DE MENDOZA C.I.S.A."
08/2018;NACIONAL;"EMP.DE TRANSP.MICROOMN.SAENZ PEÃA S.R.L."
08/2018;NACIONAL;"EMP.TRANSP.AUTOM.DE PASAJEROS S.A.C.I.F."
08/2018;NACIONAL;"EMPRESA ANTARTIDA ARGENTINA S.A.T."
08/2018;NACIONAL;"EMPRESA DE TRANSP. MARIANO MORENO S.A."
08/2018;NACIONAL;"EMPRESA DE TRANSP. TTE. GRAL. ROCA S.A"
08/2018;NACIONAL;"EMPRESA DE TRANSPORTES AMERICA S.A.C.I."
08/2018;NACIONAL;"EMPRESA LINEA 216 S.A.T."
08/2018;NACIONAL;"EMPRESA TANDILENSE S.A.C.I.F.I.Y DE S."
08/2018;NACIONAL;"EXPRESO GENERAL SARMIENTO S.A."
08/2018;NACIONAL;"EXPRESO LOMAS S.A."
08/2018;NACIONAL;"EXPRESO QUILMES S.A."
08/2018;NACIONAL;"EXPRESO SAN ISIDRO S.A.T.C.I.F.I."
08/2018;NACIONAL;"GENERAL PUEYRREDON S.A.T.C.I."
08/2018;NACIONAL;"GENERAL TOMAS GUIDO S.A.C.I.F."
08/2018;NACIONAL;"GRUPO LINEA 179 S.A."
08/2018;NACIONAL;"JUAN B. JUSTO S.A.T.C.I."
08/2018;NACIONAL;"LA CABAÃA S.A."
08/2018;NACIONAL;"LA CENTRAL DE VICENTE LOPEZ S.A."
08/2018;NACIONAL;"LA NUEVA METROPOL S.A."
08/2018;NACIONAL;"LA VECINAL DE MATANZA SACI. DE MICROOMNIBUS"
08/2018;NACIONAL;"LINEA 10 S.A."
08/2018;NACIONAL;"LINEA 17 S.A."
08/2018;NACIONAL;"LINEA 213 S.A. DE TRANSPORTE"
08/2018;NACIONAL;"LINEA 22 S.A."
08/2018;NACIONAL;"LINEA 71 S.A."
08/2018;NACIONAL;"LINEA DE MICROOMNIBUS 47 S.A.T.C.F.I."
08/2018;NACIONAL;"LINEA EXPRESO LINIERS S.A.I.Y C."
08/2018;NACIONAL;"LOS CONSTITUYENTES S.A.T."
08/2018;NACIONAL;"M.O.D.O. S.A. DE TRANSPORTE AUTOMOTOR"
08/2018;NACIONAL;"MAYO S.A.T.A."
08/2018;NACIONAL;"MICRO OMNIBUS NORTE S.A."
08/2018;NACIONAL;"MICRO OMNIBUS QUILMES S.A.C.I. Y F."
08/2018;NACIONAL;"MICRO OMNIBUS SUR S.A.C."
08/2018;NACIONAL;"MICROOMNIBUS BARRANCAS DE BELGRANO S.A."
08/2018;NACIONAL;"MICROOMNIBUS CIUDAD DE BS.AS. S.A.T.C.I"
08/2018;NACIONAL;"MICROOMNIBUS CUARENTA Y CINCO S.A.C.I.F."
08/2018;NACIONAL;"MICROOMNIBUS SAAVEDRA S.A.T.A.C.I."
08/2018;NACIONAL;"NUDO S.A."
08/2018;NACIONAL;"NUEVOS RUMBOS S.A.T.A.C.I.F.I."
08/2018;NACIONAL;"ROCARAZA S.A."
08/2018;NACIONAL;"SAN VICENTE S.A. DE TRANSPORTES"
08/2018;NACIONAL;"SARGENTO CABRAL S.A.DE TRANSPORTE"
08/2018;NACIONAL;"SOCIEDAD ANONIMA EXPRESO SUDOESTE"
08/2018;NACIONAL;"TRANPORTES VEINTIDOS DE SETIEMBRE S.A.C."
08/2018;NACIONAL;"TRANSP. AUTOMOTORES 12 DE OCTUBRE S.A.C."
08/2018;NACIONAL;"TRANSP. SGTO. CABRAL"
08/2018;NACIONAL;"TRANSPORTE ESCALADA S.A.T."
08/2018;NACIONAL;"TRANSPORTE IDEAL SAN JUSTO S.A."
08/2018;NACIONAL;"TRANSPORTE LARRAZABAL C.I.S.A."
08/2018;NACIONAL;"TRANSPORTE NUEVE DE JULIO SAC."
08/2018;NACIONAL;"TRANSPORTES 1Âº SEPTIEMBRE S.A."
08/2018;NACIONAL;"TRANSPORTES 270 S.A."
08/2018;NACIONAL;"TRANSPORTES ALMIRANTE BROWN S.A."
08/2018;NACIONAL;"TRANSPORTES ATLANTIDA S.A.C."
08/2018;NACIONAL;"TRANSPORTES AUTOMOTORES CALLAO S.A."
08/2018;NACIONAL;"TRANSPORTES AUTOMOTORES RIACHUELO S.A."
08/2018;NACIONAL;"TRANSPORTES AVENIDA BERNARDO ADER S.A."
08/2018;NACIONAL;"TRANSPORTES COLEGIALES S.A.C.I."
08/2018;NACIONAL;"TRANSPORTES DEL TEJAR S.A."
08/2018;NACIONAL;"TRANSPORTES LINEA 123 S.A.C.I."
08/2018;NACIONAL;"TRANSPORTES LOPE DE VEGA S.A.C.I."
08/2018;NACIONAL;"TRANSPORTES NUEVA CHICAGO C.I.S.A."
08/2018;NACIONAL;"TRANSPORTES QUIRNO COSTA S.A.C.I."
08/2018;NACIONAL;"TRANSPORTES RIO GRANDE S.A.C.I.F."
08/2018;NACIONAL;"TRANSPORTES SAN CAYETANO S.A.C."
08/2018;NACIONAL;"TRANSPORTES SANTA FE S.A.C.I."
08/2018;NACIONAL;"TRANSPORTES SESENTA Y OCHO S.R.L."
08/2018;NACIONAL;"TRANSPORTES SOL DE MAYO C.I.S.A."
08/2018;NACIONAL;"TRANSPORTES SUR-NOR C.I.S.A."
08/2018;NACIONAL;"TTES.AUTOMOTORES DE PASAJEROS SIGLO XXI SA"
08/2018;NACIONAL;"UNION TRANSPORTISTAS DE EMPRESAS SA"
08/2018;NACIONAL;"VUELTA DE ROCHA S.A.T.C.I."
07/2018;NACIONAL;"17 DE AGOSTO S.A."
07/2018;NACIONAL;"4 DE SEPTIEMBRE S.A.T.C.P."
07/2018;NACIONAL;"ALMAFUERTE S.A.T.A.C.I."
07/2018;NACIONAL;"AZUL S.A. DE TRANSPORTE AUTOMOTOR"
07/2018;NACIONAL;"BERNARDINO RIVADAVIA S.A.T.A."
07/2018;NACIONAL;"BUENOS AIRES BUS SOCIEDAD ANONIMA"
07/2018;NACIONAL;"BUS DEL OESTE S.A."
07/2018;NACIONAL;"CARDENAS S.A. EMPRESA DE TRANSPORTES"
07/2018;NACIONAL;"COLECTIVEROS UNIDOS S.A."
07/2018;NACIONAL;"COMPAÃIA MICROOMNIBUS LA COLORADA SACI"
07/2018;NACIONAL;"D.O.T.A. S.A. DE TRANSPORTE AUTOMOTOR"
07/2018;NACIONAL;"D.U.V.I. SOCIEDAD ANONIMA"
07/2018;NACIONAL;"EL NUEVO HALCON S.A."
07/2018;NACIONAL;"EL PUENTE S.A.T."
07/2018;NACIONAL;"EMP.DE TRANSP. PEDRO DE MENDOZA C.I.S.A."
07/2018;NACIONAL;"EMP.DE TRANSP.MICROOMN.SAENZ PEÃA S.R.L."
07/2018;NACIONAL;"EMP.TRANSP.AUTOM.DE PASAJEROS S.A.C.I.F."
07/2018;NACIONAL;"EMPRESA ANTARTIDA ARGENTINA S.A.T."
07/2018;NACIONAL;"EMPRESA DE TRANSP. MARIANO MORENO S.A."
07/2018;NACIONAL;"EMPRESA DE TRANSP. TTE. GRAL. ROCA S.A"
07/2018;NACIONAL;"EMPRESA DE TRANSPORTES AMERICA S.A.C.I."
07/2018;NACIONAL;"EMPRESA LINEA 216 S.A.T."
07/2018;NACIONAL;"EMPRESA TANDILENSE S.A.C.I.F.I.Y DE S."
07/2018;NACIONAL;"EXPRESO GENERAL SARMIENTO S.A."
07/2018;NACIONAL;"EXPRESO LOMAS S.A."
07/2018;NACIONAL;"EXPRESO QUILMES S.A."
07/2018;NACIONAL;"EXPRESO SAN ISIDRO S.A.T.C.I.F.I."
07/2018;NACIONAL;"GENERAL PUEYRREDON S.A.T.C.I."
07/2018;NACIONAL;"GENERAL TOMAS GUIDO S.A.C.I.F."
07/2018;NACIONAL;"GRUPO LINEA 179 S.A."
07/2018;NACIONAL;"JUAN B. JUSTO S.A.T.C.I."
07/2018;NACIONAL;"LA CABAÃA S.A."
07/2018;NACIONAL;"LA CENTRAL DE VICENTE LOPEZ S.A."
07/2018;NACIONAL;"LA NUEVA METROPOL S.A."
07/2018;NACIONAL;"LA VECINAL DE MATANZA SACI. DE MICROOMNIBUS"
07/2018;NACIONAL;"LINEA 10 S.A."
07/2018;NACIONAL;"LINEA 17 S.A."
07/2018;NACIONAL;"LINEA 213 S.A. DE TRANSPORTE"
07/2018;NACIONAL;"LINEA 22 S.A."
07/2018;NACIONAL;"LINEA 71 S.A."
07/2018;NACIONAL;"LINEA DE MICROOMNIBUS 47 S.A.T.C.F.I."
07/2018;NACIONAL;"LINEA EXPRESO LINIERS S.A.I.Y C."
07/2018;NACIONAL;"LOS CONSTITUYENTES S.A.T."
07/2018;NACIONAL;"M.O.D.O. S.A. DE TRANSPORTE AUTOMOTOR"
07/2018;NACIONAL;"MAYO S.A.T.A."
07/2018;NACIONAL;"MICRO OMNIBUS NORTE S.A."
07/2018;NACIONAL;"MICRO OMNIBUS QUILMES S.A.C.I. Y F."
07/2018;NACIONAL;"MICRO OMNIBUS SUR S.A.C."
07/2018;NACIONAL;"MICROOMNIBUS BARRANCAS DE BELGRANO S.A."
07/2018;NACIONAL;"MICROOMNIBUS CIUDAD DE BS.AS. S.A.T.C.I"
07/2018;NACIONAL;"MICROOMNIBUS CUARENTA Y CINCO S.A.C.I.F."
07/2018;NACIONAL;"MICROOMNIBUS SAAVEDRA S.A.T.A.C.I."
07/2018;NACIONAL;"NUDO S.A."
07/2018;NACIONAL;"NUEVOS RUMBOS S.A.T.A.C.I.F.I."
07/2018;NACIONAL;"ROCARAZA S.A."
07/2018;NACIONAL;"SAN VICENTE S.A. DE TRANSPORTES"
07/2018;NACIONAL;"SARGENTO CABRAL S.A.DE TRANSPORTE"
07/2018;NACIONAL;"SOCIEDAD ANONIMA EXPRESO SUDOESTE"
07/2018;NACIONAL;"TRANPORTES VEINTIDOS DE SETIEMBRE S.A.C."
07/2018;NACIONAL;"TRANSP. AUTOMOTORES 12 DE OCTUBRE S.A.C."
07/2018;NACIONAL;"TRANSP. SGTO. CABRAL"
07/2018;NACIONAL;"TRANSPORTE ESCALADA S.A.T."
07/2018;NACIONAL;"TRANSPORTE IDEAL SAN JUSTO S.A."
07/2018;NACIONAL;"TRANSPORTE LARRAZABAL C.I.S.A."
07/2018;NACIONAL;"TRANSPORTE NUEVE DE JULIO SAC."
07/2018;NACIONAL;"TRANSPORTES 1Âº SEPTIEMBRE S.A."
07/2018;NACIONAL;"TRANSPORTES 270 S.A."
07/2018;NACIONAL;"TRANSPORTES ALMIRANTE BROWN S.A."
07/2018;NACIONAL;"TRANSPORTES ATLANTIDA S.A.C."
07/2018;NACIONAL;"TRANSPORTES AUTOMOTORES CALLAO S.A."
07/2018;NACIONAL;"TRANSPORTES AUTOMOTORES RIACHUELO S.A."
07/2018;NACIONAL;"TRANSPORTES AVENIDA BERNARDO ADER S.A."
07/2018;NACIONAL;"TRANSPORTES COLEGIALES S.A.C.I."
07/2018;NACIONAL;"TRANSPORTES DEL TEJAR S.A."
07/2018;NACIONAL;"TRANSPORTES LINEA 123 S.A.C.I."
07/2018;NACIONAL;"TRANSPORTES LOPE DE VEGA S.A.C.I."
07/2018;NACIONAL;"TRANSPORTES NUEVA CHICAGO C.I.S.A."
07/2018;NACIONAL;"TRANSPORTES QUIRNO COSTA S.A.C.I."
07/2018;NACIONAL;"TRANSPORTES RIO GRANDE S.A.C.I.F."
07/2018;NACIONAL;"TRANSPORTES SAN CAYETANO S.A.C."
07/2018;NACIONAL;"TRANSPORTES SANTA FE S.A.C.I."
07/2018;NACIONAL;"TRANSPORTES SESENTA Y OCHO S.R.L."
07/2018;NACIONAL;"TRANSPORTES SOL DE MAYO C.I.S.A."
07/2018;NACIONAL;"TRANSPORTES SUR-NOR C.I.S.A."
07/2018;NACIONAL;"TTES.AUTOMOTORES DE PASAJEROS SIGLO XXI SA"
07/2018;NACIONAL;"UNION TRANSPORTISTAS DE EMPRESAS SA"
07/2018;NACIONAL;"VUELTA DE ROCHA S.A.T.C.I."
06/2018;NACIONAL;"17 DE AGOSTO S.A."
06/2018;NACIONAL;"4 DE SEPTIEMBRE S.A.T.C.P."
06/2018;NACIONAL;"ALMAFUERTE S.A.T.A.C.I."
06/2018;NACIONAL;"AZUL S.A. DE TRANSPORTE AUTOMOTOR"
06/2018;NACIONAL;"BERNARDINO RIVADAVIA S.A.T.A."
06/2018;NACIONAL;"BUENOS AIRES BUS SOCIEDAD ANONIMA"
06/2018;NACIONAL;"BUS DEL OESTE S.A."
06/2018;NACIONAL;"CARDENAS S.A. EMPRESA DE TRANSPORTES"
06/2018;NACIONAL;"COLECTIVEROS UNIDOS S.A."
06/2018;NACIONAL;"COMPAÃIA MICROOMNIBUS LA COLORADA SACI"
06/2018;NACIONAL;"D.O.T.A. S.A. DE TRANSPORTE AUTOMOTOR"
06/2018;NACIONAL;"D.U.V.I. SOCIEDAD ANONIMA"
06/2018;NACIONAL;"EL NUEVO HALCON S.A."
06/2018;NACIONAL;"EL PUENTE S.A.T."
06/2018;NACIONAL;"EMP.DE TRANSP. PEDRO DE MENDOZA C.I.S.A."
06/2018;NACIONAL;"EMP.DE TRANSP.MICROOMN.SAENZ PEÃA S.R.L."
06/2018;NACIONAL;"EMP.TRANSP.AUTOM.DE PASAJEROS S.A.C.I.F."
06/2018;NACIONAL;"EMPRESA ANTARTIDA ARGENTINA S.A.T."
06/2018;NACIONAL;"EMPRESA DE TRANSP. MARIANO MORENO S.A."
06/2018;NACIONAL;"EMPRESA DE TRANSP. TTE. GRAL. ROCA S.A"
06/2018;NACIONAL;"EMPRESA DE TRANSPORTES AMERICA S.A.C.I."
06/2018;NACIONAL;"EMPRESA LINEA 216 S.A.T."
06/2018;NACIONAL;"EMPRESA TANDILENSE S.A.C.I.F.I.Y DE S."
06/2018;NACIONAL;"EXPRESO GENERAL SARMIENTO S.A."
06/2018;NACIONAL;"EXPRESO LOMAS S.A."
06/2018;NACIONAL;"EXPRESO QUILMES S.A."
06/2018;NACIONAL;"EXPRESO SAN ISIDRO S.A.T.C.I.F.I."
06/2018;NACIONAL;"GENERAL PUEYRREDON S.A.T.C.I."
06/2018;NACIONAL;"GENERAL TOMAS GUIDO S.A.C.I.F."
06/2018;NACIONAL;"GRUPO LINEA 179 S.A."
06/2018;NACIONAL;"JUAN B. JUSTO S.A.T.C.I."
06/2018;NACIONAL;"LA CABAÃA S.A."
06/2018;NACIONAL;"LA CENTRAL DE VICENTE LOPEZ S.A."
06/2018;NACIONAL;"LA NUEVA METROPOL S.A."
06/2018;NACIONAL;"LA VECINAL DE MATANZA SACI. DE MICROOMNIBUS"
06/2018;NACIONAL;"LINEA 10 S.A."
06/2018;NACIONAL;"LINEA 17 S.A."
06/2018;NACIONAL;"LINEA 213 S.A. DE TRANSPORTE"
06/2018;NACIONAL;"LINEA 22 S.A."
06/2018;NACIONAL;"LINEA 71 S.A."
06/2018;NACIONAL;"LINEA DE MICROOMNIBUS 47 S.A.T.C.F.I."
06/2018;NACIONAL;"LINEA EXPRESO LINIERS S.A.I.Y C."
06/2018;NACIONAL;"LOS CONSTITUYENTES S.A.T."
06/2018;NACIONAL;"M.O.D.O. S.A. DE TRANSPORTE AUTOMOTOR"
06/2018;NACIONAL;"MAYO S.A.T.A."
06/2018;NACIONAL;"MICRO OMNIBUS NORTE S.A."
06/2018;NACIONAL;"MICRO OMNIBUS QUILMES S.A.C.I. Y F."
06/2018;NACIONAL;"MICRO OMNIBUS SUR S.A.C."
06/2018;NACIONAL;"MICROOMNIBUS BARRANCAS DE BELGRANO S.A."
06/2018;NACIONAL;"MICROOMNIBUS CIUDAD DE BS.AS. S.A.T.C.I"
06/2018;NACIONAL;"MICROOMNIBUS CUARENTA Y CINCO S.A.C.I.F."
06/2018;NACIONAL;"MICROOMNIBUS SAAVEDRA S.A.T.A.C.I."
06/2018;NACIONAL;"NUDO S.A."
06/2018;NACIONAL;"NUEVOS RUMBOS S.A.T.A.C.I.F.I."
06/2018;NACIONAL;"ROCARAZA S.A."
06/2018;NACIONAL;"SAN VICENTE S.A. DE TRANSPORTES"
06/2018;NACIONAL;"SARGENTO CABRAL S.A.DE TRANSPORTE"
06/2018;NACIONAL;"SOCIEDAD ANONIMA EXPRESO SUDOESTE"
06/2018;NACIONAL;"TRANPORTES VEINTIDOS DE SETIEMBRE S.A.C."
06/2018;NACIONAL;"TRANSP. AUTOMOTORES 12 DE OCTUBRE S.A.C."
06/2018;NACIONAL;"TRANSP. SGTO. CABRAL"
06/2018;NACIONAL;"TRANSPORTE ESCALADA S.A.T."
06/2018;NACIONAL;"TRANSPORTE IDEAL SAN JUSTO S.A."
06/2018;NACIONAL;"TRANSPORTE LARRAZABAL C.I.S.A."
06/2018;NACIONAL;"TRANSPORTE NUEVE DE JULIO SAC."
06/2018;NACIONAL;"TRANSPORTES 1Âº SEPTIEMBRE S.A."
06/2018;NACIONAL;"TRANSPORTES 270 S.A."
06/2018;NACIONAL;"TRANSPORTES ALMIRANTE BROWN S.A."
06/2018;NACIONAL;"TRANSPORTES ATLANTIDA S.A.C."
06/2018;NACIONAL;"TRANSPORTES AUTOMOTORES CALLAO S.A."
06/2018;NACIONAL;"TRANSPORTES AUTOMOTORES RIACHUELO S.A."
06/2018;NACIONAL;"TRANSPORTES AVENIDA BERNARDO ADER S.A."
06/2018;NACIONAL;"TRANSPORTES COLEGIALES S.A.C.I."
06/2018;NACIONAL;"TRANSPORTES DEL TEJAR S.A."
06/2018;NACIONAL;"TRANSPORTES LINEA 123 S.A.C.I."
06/2018;NACIONAL;"TRANSPORTES LOPE DE VEGA S.A.C.I."
06/2018;NACIONAL;"TRANSPORTES NUEVA CHICAGO C.I.S.A."
06/2018;NACIONAL;"TRANSPORTES QUIRNO COSTA S.A.C.I."
